Make,cc,Age,Gender,DriveStyle,Serviced,Daily_commute,Commute_type,mpg,l_day
Citroen,1500,52,female,rational,yes,24,highway,53.92586666666666,2.5034368169635357
Toyota,1600,51,male,rational,no,27,highway,47.774416667249994,3.179002708872683
Kia,2000,61,male,rational,yes,31,highway,42.46662,4.106166207717967
Volkswagen,1600,25,male,rational,no,44,urban,36.74922417075,6.734836056675014
Toyota,1300,26,female,rational,yes,21,urban,47.86276923076923,2.467993429934299
Opel,1000,37,male,rational,yes,48,highway,84.93324,3.178967386620362
Renault,2000,29,male,rational,yes,26,urban,32.66634,4.477085587182402
Nissan,2000,46,male,rational,yes,23,highway,42.46662,3.046510412177847
Suzuki,1600,41,female,rational,yes,25,urban,38.8885,3.6161075896473247
Hyundai,2000,27,female,rational,yes,43,urban,31.110799999999998,7.77463131774175
Ford,1500,24,male,nervous,yes,36,highway,59.453268,3.4060364856646737
Ford,1600,25,male,rational,yes,20,urban,40.832924999999996,2.755129592112248
Nissan,1600,31,male,rational,no,31,urban,36.74922417075,4.744998130839214
Seat,1400,39,female,slow,yes,44,highway,57.77771428571429,4.283658553470937
Volkswagen,1600,50,female,rational,yes,28,urban,38.8885,4.050040500405004
Dacia,1600,27,female,rational,yes,40,urban,38.8885,5.785772143435719
Ford,1000,53,male,rational,yes,41,rural,75.599916,3.0505986276492694
Nissan,1600,48,female,rational,yes,20,urban,38.8885,2.8928860717178595
Volkswagen,1300,46,male,rational,yes,31,highway,65.33326153846153,2.669008035016679
Honda,1400,69,male,distracted,no,41,urban,41.999113338,5.491187353027638
Skoda,1600,44,female,speedy,no,43,rural,36.44955450045,6.635883574297564
Kia,2000,32,male,rational,no,20,urban,29.3993793366,3.826611395838075
Toyota,1600,34,male,rational,yes,21,urban,40.832924999999996,2.89288607171786
Skoda,1500,58,male,rational,no,24,urban,39.1991724488,3.4439502562542677
Toyota,1300,41,male,speedy,yes,20,highway,58.79993538461538,1.9132674086141068
Nissan,1000,42,female,rational,yes,21,highway,80.8888,1.4603381432287286
Hyundai,1600,68,male,rational,no,25,urban,36.74922417075,3.826611395838076
Volkswagen,1500,36,male,rational,yes,25,highway,56.622159999999994,2.483568270797158
Mini,2000,60,male,rational,yes,48,urban,32.66634,8.265388776336742
Mazda,2000,13,male,rational,no,21,urban,29.3993793366,4.017941965629979
Skoda,1500,38,female,speedy,yes,38,urban,37.33296,5.725503683608264
Vauxhall,2400,49,female,rational,yes,40,rural,29.99996666666667,7.500008333342592
Toyota,1500,24,female,rational,no,29,highway,48.53274074133333,3.3611330724018473
Citroen,1600,52,male,speedy,yes,25,urban,36.7496325,3.8265688779336777
Volkswagen,2000,39,male,rational,no,31,urban,29.3993793366,5.931247663549017
Audi,1600,45,male,rational,no,39,rural,42.524480250524995,5.158793210583489
Ford,1000,47,male,distracted,no,44,urban,58.7987586732,4.209272535421882
Kia,2000,58,male,distracted,yes,42,urban,32.66634,7.232215179294649
Volkswagen,2000,18,male,rational,yes,45,urban,32.66634,7.748801977815696
Hyundai,2000,52,male,speedy,yes,28,highway,38.219958000000005,4.120883649322691
Peugeot,1000,52,female,rational,yes,29,highway,80.8888,2.016657435887292
Volkswagen,2000,82,female,rational,yes,20,highway,40.4444,2.7815964632928165
Volkswagen,2000,40,male,speedy,no,32,highway,34.39758000042001,5.232926269749271
Ford,1300,57,female,rational,no,25,urban,43.076013679999996,3.2645778470743583
Audi,1300,35,male,speedy,yes,40,highway,58.79993538461538,3.8265348172282136
Peugeot,1300,51,female,rational,yes,28,urban,47.86276923076923,3.2906579065790655
Audi,1600,22,female,speedy,no,30,urban,31.499335003499997,5.357255954173305
Audi,1500,39,female,rational,no,23,highway,48.53274074133333,2.665726229835948
BMW,1300,25,female,speedy,no,29,urban,38.768412311999995,4.207678114006951
Mercedes Benz,2400,25,male,speedy,no,24,highway,28.664650000350004,4.709633642774343
Renault,1300,54,male,rational,yes,41,highway,65.33326153846153,3.5299783688930275
Opel,1600,54,male,rational,yes,30,urban,40.832924999999996,4.132694388168372
Ford,2000,38,male,speedy,no,30,highway,34.39758000042001,4.9058683778899415
Peugeot,1300,62,female,speedy,yes,29,highway,55.99993846153846,2.912949629614977
Skoda,900,39,female,distracted,yes,26,urban,69.1351111111111,2.1154229399436852
Volkswagen,1400,21,male,rational,yes,44,urban,46.6662,5.303624464816076
Peugeot,2400,50,male,rational,yes,26,urban,27.221950000000003,5.372502704618882
Land Rover,1500,34,male,rational,yes,38,highway,56.622159999999994,3.77502377161168
Volkswagen,1300,62,female,rational,yes,27,highway,62.222153846153844,2.4408508965394464
Peugeot,1600,43,male,rational,yes,49,urban,40.832924999999996,6.750067500675007
Nissan,1600,37,male,rational,no,29,rural,42.524480250524995,3.836025720690287
Ford,2000,49,male,distracted,yes,43,urban,32.66634,7.404410778801665
Kia,2000,24,male,rational,no,24,highway,38.219533333799994,3.5322252320807594
Volkswagen,2000,29,female,rational,yes,42,highway,40.4444,5.841352572914914
Peugeot,1600,23,female,speedy,yes,37,urban,34.999649999999995,5.946488036308935
Audi,1500,57,female,speedy,yes,26,highway,48.53328,3.013396168567218
Toyota,1500,60,male,rational,no,42,highway,50.9593777784,4.636045617105996
Lexus,1400,54,female,distracted,yes,35,urban,44.444,4.429731797317973
Audi,2400,31,male,rational,no,44,urban,24.499482780500003,10.102254085012518
Suzuki,1400,28,male,distracted,yes,30,highway,60.6666,2.7815964632928165
Suzuki,1500,26,male,rational,yes,49,highway,56.622159999999994,4.8677938107624295
Volkswagen,1600,31,male,speedy,no,23,urban,33.074301753674995,3.9116472046344777
Mazda,2000,27,male,slow,no,47,urban,29.3993793366,8.992536780219476
Volkswagen,2000,20,female,rational,no,41,urban,27.999408891999998,8.236781029541458
Skoda,2500,31,female,rational,yes,48,urban,24.88864,10.848322768941976
Kia,2000,17,female,speedy,no,44,highway,32.7596000004,7.555037301950511
Skoda,1300,56,male,speedy,yes,28,highway,58.79993538461538,2.6785743720597495
Mercedes Benz,1300,46,male,rational,no,20,urban,45.229814364,2.487297407294749
Peugeot,1400,30,male,rational,no,46,highway,54.599333334,4.739068853041684
Kia,1000,50,male,rational,yes,34,urban,65.33268,2.927325191619263
Nissan,1600,25,male,distracted,yes,49,urban,40.832924999999996,6.750067500675007
Toyota,2000,40,male,slow,yes,28,urban,32.66634,4.821476786196433
Dacia,1600,56,male,rational,no,30,rural,42.524480250524995,3.9683024696796068
Ford,2500,50,male,rational,yes,32,highway,33.973296,5.298278977700604
Hyundai,1000,74,female,rational,yes,30,urban,62.221599999999995,2.712080692235494
BMW,1600,59,female,speedy,yes,28,highway,45.49995,3.4615422654310604
Honda,1300,50,male,rational,no,45,highway,58.799282051999995,4.304899501598425
Mercedes Benz,2000,40,male,speedy,yes,32,urban,29.399706000000002,6.122510204693882
Opel,1300,26,female,rational,no,49,highway,55.99931624,4.921935096827532
Mercedes Benz,1500,26,male,speedy,yes,41,highway,50.95994399999999,4.5256132934526
Volvo,1600,30,female,rational,yes,28,highway,50.555499999999995,3.1153880388879553
Skoda,2000,60,female,speedy,yes,33,highway,36.39996,5.099593516036831
Toyota,2000,39,male,rational,yes,25,highway,42.46662,3.311424361062877
Opel,1400,33,female,rational,no,43,highway,51.99936508,4.6514991024963495
Skoda,1300,77,male,rational,yes,27,highway,65.33326153846153,2.32461990146614
Volkswagen,1600,63,male,rational,yes,21,urban,40.832924999999996,2.89288607171786
Renault,2000,25,female,rational,yes,41,urban,31.110799999999998,7.413020558777017
Kia,1400,50,male,rational,no,26,highway,54.599333334,2.6786041343279083
Hyundai,1600,59,male,speedy,yes,20,highway,47.774947499999996,2.354790656755824
Skoda,1500,34,female,rational,yes,47,highway,53.92586666666666,4.90256376655359
Hyundai,1600,62,male,speedy,yes,44,highway,47.774947499999996,5.180539444862813
Renault,2000,28,male,speedy,no,21,highway,34.39758000042001,3.434107864522959
Nissan,1500,75,male,rational,yes,33,urban,43.555119999999995,4.261841087798633
Renault,1500,38,male,rational,yes,46,highway,56.622159999999994,4.5697656182667705
Volkswagen,1600,37,male,rational,no,28,urban,36.74922417075,4.285804763338645
Seat,2000,22,female,rational,yes,20,highway,40.4444,2.7815964632928165
Ford,1000,46,female,rational,yes,37,urban,62.221599999999995,3.344899520423776
Dacia,1500,37,female,nervous,yes,47,urban,43.555119999999995,6.069894882622295
Peugeot,1600,62,male,rational,yes,40,urban,40.832924999999996,5.510259184224496
Toyota,1600,70,female,speedy,yes,33,highway,45.49995,4.079674812829464
Citroen,1400,26,female,rational,no,22,highway,51.99936508,2.379836750114411
Renault,2000,26,female,rational,yes,33,urban,31.110799999999998,5.966577522918087
Renault,1000,59,female,rational,yes,47,urban,62.221599999999995,4.248926417835608
Ford,1600,33,male,distracted,yes,29,highway,53.083275,3.0730018070663503
Ford,2000,27,male,rational,yes,30,urban,32.66634,5.165867985210464
Mercedes Benz,1600,63,male,speedy,yes,24,highway,47.774947499999996,2.8257487881069885
Mercedes Benz,1600,30,female,rational,yes,30,highway,50.555499999999995,3.3379157559513803
Ford,1400,53,female,nervous,no,29,urban,41.999113338,3.884010566775647
Volkswagen,1600,31,female,speedy,yes,30,highway,45.49995,3.7087952843904217
Volkswagen,1400,39,female,rational,no,29,highway,51.99936508,3.1370575342417237
Toyota,1300,33,male,slow,no,24,urban,45.229814364,2.9847568887536986
Toyota,2000,31,male,speedy,no,24,highway,34.39758000042001,3.924694702311953
Hyundai,1400,23,male,rational,yes,24,rural,53.99994000000001,2.5000027777808635
Seat,1500,23,male,rational,no,21,highway,50.9593777784,2.318022808552998
Volkswagen,1500,36,male,nervous,yes,35,urban,45.732876000000005,4.304889987675386
Nissan,2000,55,female,speedy,no,37,rural,29.15964360036,7.1374329142154025
Nissan,1500,27,male,rational,no,42,urban,39.1991724488,6.026912948444969
Toyota,1400,30,female,nervous,yes,43,urban,46.6662,5.1830875451611655
Skoda,2000,30,male,rational,yes,33,highway,42.46662,4.371080156602997
Toyota,1400,73,female,rational,no,22,urban,39.99915556,3.0938153135350843
Citroen,2400,37,female,distracted,no,47,urban,23.332840743333332,11.330596343076541
Suzuki,1500,51,female,speedy,yes,44,highway,48.53328,5.099593516036831
BMW,1500,18,female,distracted,no,40,highway,48.53274074133333,4.636045617105996
Skoda,1300,28,male,rational,yes,32,highway,65.33326153846153,2.755105068404314
Volkswagen,1600,46,female,rational,no,38,urban,34.999261114999996,6.107271787757569
Renault,2000,56,male,rational,yes,43,urban,32.66634,7.404410778801665
Opel,2400,40,male,rational,yes,42,urban,27.221950000000003,8.678658215153579
Opel,2000,27,female,rational,yes,24,highway,40.4444,3.3379157559513795
Vauxhall,1000,40,female,rational,yes,47,urban,62.221599999999995,4.248926417835608
Citroen,1000,71,male,rational,yes,44,urban,65.33268,3.78830318915434
Volkswagen,2000,29,female,speedy,yes,34,highway,36.39996,5.254126652886431
Volkswagen,1300,56,male,rational,no,20,highway,58.799282051999995,1.9132886673770777
Mini,2000,81,male,rational,no,23,highway,38.219533333799994,3.385049180744061
Audi,1600,43,male,rational,yes,37,urban,40.832924999999996,5.096989745407658
Volkswagen,2400,42,female,rational,yes,46,urban,25.925666666666668,9.980456947426617
Ford,1600,52,female,rational,yes,24,highway,50.555499999999995,2.6703326047611045
Mitsubishi,1600,33,female,rational,no,29,highway,45.499444444999995,3.5852086105619705
Ford,2000,43,male,speedy,no,39,highway,34.39758000042001,6.377628891256924
Toyota,2000,37,female,rational,no,30,highway,36.399555556,4.636045617105995
Toyota,1300,31,female,speedy,yes,22,rural,49.84609846153846,2.4826416473796082
Hyundai,1600,37,male,nervous,yes,47,urban,42.874571249999995,6.166242420441697
Hyundai,2500,64,female,rational,no,31,highway,29.1196444448,5.988225588761911
Dacia,1300,28,male,rational,yes,25,urban,50.25590769230769,2.7981784919890016
Mercedes Benz,2000,35,female,rational,no,49,highway,36.399555556,7.5722078412731255
BMW,1000,37,male,rational,no,39,rural,68.03916840084,3.2242457566146796
Hyundai,1300,69,male,slow,no,47,highway,58.799282051999995,4.496228368336133
Ford,2000,53,female,rational,yes,45,highway,40.4444,6.258592042408837
Opel,1600,58,male,rational,no,34,highway,47.774416667249994,4.003188596358193
Mercedes Benz,1300,70,female,rational,yes,29,highway,62.222153846153844,2.6216546666534795
Ford,2400,57,male,speedy,yes,29,urban,24.499755000000004,6.658229847604597
Kia,900,26,male,speedy,yes,33,urban,65.33268,2.8412273918657553
Nissan,2000,38,male,speedy,yes,48,urban,29.399706000000002,9.183765307040824
Audi,2000,65,male,rational,yes,28,urban,32.66634,4.821476786196433
Volkswagen,1300,23,male,speedy,yes,33,rural,52.33840338461538,3.546630924828012
Skoda,2000,78,male,nervous,yes,38,urban,34.299656999999996,6.231840744063418
Honda,1500,74,male,rational,no,47,highway,50.9593777784,5.1879558096186145
Mazda,1300,21,male,rational,yes,33,urban,50.25590769230769,3.6935956094254823
Audi,2000,16,female,nervous,yes,41,urban,32.66634,7.060019579787634
Nissan,2000,26,male,rational,yes,48,highway,42.46662,6.357934773240724
Volkswagen,2400,31,female,speedy,yes,36,urban,23.3331,8.678658215153579
Volkswagen,2400,56,male,speedy,yes,21,urban,24.499755000000004,4.821476786196432
Ford,1500,27,female,speedy,yes,42,highway,48.53328,4.8677938107624295
Renault,1300,65,female,slow,yes,36,highway,62.222153846153844,3.2544678620525955
Dacia,1000,23,male,rational,no,43,urban,58.7987586732,4.113607250525931
Skoda,1600,27,male,rational,yes,47,highway,53.083275,4.980382239038567
Skoda,2000,60,male,rational,yes,47,rural,37.799958,6.994055390220276
Volvo,2000,49,male,speedy,yes,43,rural,34.0199622,7.109796259561982
Volkswagen,2000,28,male,speedy,yes,27,highway,38.219958000000005,3.973709233275452
Vauxhall,2000,26,female,rational,yes,21,highway,40.4444,2.920676286457457
Hyundai,1600,47,male,rational,yes,43,highway,53.083275,4.556519920822519
BMW,1600,31,female,rational,yes,23,urban,38.8885,3.3268189824755385
Volkswagen,2000,39,female,speedy,yes,33,highway,36.39996,5.099593516036831
Vauxhall,1300,33,female,rational,yes,28,highway,62.222153846153844,2.531252781596463
Nissan,2000,38,male,rational,yes,28,highway,42.46662,3.708795284390422
Nissan,1400,71,male,rational,yes,20,urban,46.6662,2.4107383930982165
Hyundai,1000,32,male,rational,yes,39,highway,84.93324,2.582911001629044
BMW,1600,21,female,distracted,yes,20,highway,50.555499999999995,2.2252771706342536
Toyota,2000,55,male,rational,no,37,urban,29.3993793366,7.0792310823004385
Nissan,1600,59,male,rational,no,35,highway,47.774416667249994,4.120929437427552
Ford,1500,33,female,nervous,no,49,highway,50.9593777784,5.408719886623661
Volkswagen,1400,49,female,speedy,no,28,urban,35.999240003999994,4.3750923625748666
Kia,2000,33,male,rational,no,31,rural,34.01958420042,5.125724023336158
Renault,2000,31,male,rational,yes,29,urban,32.66634,4.993672385703449
Ford,2000,42,female,rational,yes,31,highway,40.4444,4.311474518103865
Ford,2000,37,female,nervous,no,25,highway,38.219533333799994,3.6794012834174574
Toyota,1600,45,female,rational,yes,38,urban,38.8885,5.496483536263933
Hyundai,1300,26,male,rational,no,30,highway,58.799282051999995,2.8699330010656166
Volkswagen,1600,33,female,speedy,yes,21,highway,45.49995,2.5961566990732954
Subaru,1300,83,male,rational,no,47,urban,45.229814364,5.84514890714266
Citroen,1500,43,female,speedy,no,46,urban,33.599290670399995,7.701055434124127
Seat,2000,31,male,rational,yes,48,rural,37.799958,7.142865079373898
Volkswagen,1400,54,female,rational,no,42,highway,51.99936508,4.543324704763876
Volkswagen,1600,61,male,rational,yes,35,urban,40.832924999999996,4.821476786196434
Volkswagen,1600,44,female,speedy,no,35,rural,36.44955450045,5.401300583730576
Ford,1000,41,male,speedy,yes,26,urban,58.799412000000004,2.48726977065689
Nissan,1600,31,female,rational,no,25,highway,45.499444444999995,3.090697078070664
Ford,1600,24,female,rational,yes,24,highway,50.555499999999995,2.6703326047611045
Volkswagen,2500,20,male,speedy,yes,45,highway,30.575966400000002,8.27856090265719
Hyundai,1600,83,male,nervous,no,42,rural,44.650704263051246,5.291069959572809
Volkswagen,1000,46,female,rational,yes,47,urban,62.221599999999995,4.248926417835608
Nissan,1000,41,male,rational,no,22,highway,76.43906666759999,1.6189365647036813
Toyota,1300,39,female,rational,yes,37,urban,47.86276923076923,4.348369376550908
Kia,2000,22,female,rational,yes,28,highway,40.4444,3.894235048609943
Toyota,2400,74,male,rational,yes,42,rural,31.499965000000007,7.50000833334259
Kia,1400,36,male,rational,no,48,highway,54.599333334,4.945115324913061
Skoda,1400,49,male,rational,yes,37,urban,46.6662,4.4598660272317
Audi,1600,29,male,speedy,yes,36,highway,47.774947499999996,4.238623182160483
Ford,1500,36,male,rational,no,40,urban,39.1991724488,5.739917093757113
Toyota,2500,37,female,nervous,yes,22,urban,26.133072,4.735378986442926
Peugeot,1600,48,male,rational,yes,45,urban,40.832924999999996,6.1990415822525575
Opel,2000,37,female,speedy,no,31,highway,32.7596000004,5.322867190010587
Toyota,1300,31,female,speedy,yes,41,highway,55.99993846153846,4.118308097041864
Toyota,1300,82,male,rational,yes,33,highway,65.33326153846153,2.841202101791949
Volkswagen,1300,34,male,rational,yes,49,highway,65.33326153846153,4.218754635994106
Mercedes Benz,2000,58,male,rational,yes,22,highway,42.46662,2.914053437735332
Skoda,1600,31,female,rational,yes,29,highway,50.555499999999995,3.226651897419668
Toyota,1500,21,female,nervous,no,43,highway,50.9593777784,4.746427655608519
Seat,1000,33,female,rational,yes,26,highway,80.8888,1.8080377011403306
Ford,2000,32,male,distracted,yes,48,highway,42.46662,6.357934773240724
Mercedes Benz,1300,57,male,rational,no,36,highway,58.799282051999995,3.44391960127874
Nissan,1600,32,female,rational,no,22,highway,45.499444444999995,2.7198134287021847
Opel,2400,53,female,rational,yes,21,urban,25.925666666666668,4.556295562955629
Hyundai,1300,37,female,rational,yes,30,urban,47.86276923076923,3.5257048999061413
Suzuki,1600,42,male,rational,no,49,urban,36.74922417075,7.500158335842629
Opel,1300,27,male,rational,no,43,rural,52.3378218468,4.621418917814375
BMW,1300,47,male,rational,no,47,urban,45.229814364,5.84514890714266
Volvo,1300,57,female,speedy,yes,42,urban,43.076492307692305,5.484429844298443
Mercedes Benz,1600,22,male,speedy,yes,36,highway,47.774947499999996,4.238623182160483
Mazda,2000,66,male,speedy,no,37,urban,26.45944140294,7.8658123136671545
Peugeot,1600,26,female,rational,yes,30,urban,38.8885,4.3393291075767895
Skoda,2000,57,male,nervous,yes,48,highway,44.589951,6.055175974514976
Opel,2000,69,female,nervous,yes,29,highway,42.46662,3.841252258832937
Skoda,1600,25,male,rational,yes,45,highway,53.083275,4.768451079930544
Peugeot,1500,84,female,rational,no,48,highway,48.53274074133333,5.563254740527196
Opel,2000,45,male,rational,yes,38,urban,32.66634,6.543432781266588
Mercedes Benz,1500,55,female,rational,yes,25,urban,41.48106666666666,3.390100865294367
Suzuki,1000,26,female,rational,no,29,highway,72.799111112,2.240755381601231
Nissan,2500,52,female,rational,yes,26,urban,24.88864,5.876174833176903
Peugeot,2000,33,female,speedy,yes,26,urban,27.99972,5.22326651837947
Vauxhall,1300,54,male,speedy,yes,33,urban,45.23031692307692,4.1039951215838695
Peugeot,1400,30,male,speedy,no,35,urban,37.7992020042,5.208443288779604
Ford,1600,53,female,rational,yes,37,highway,50.555499999999995,4.11676276567337
Ford,2400,65,female,rational,no,20,highway,30.33296296333333,3.708836493684797
Hyundai,1300,33,female,speedy,yes,32,highway,55.99993846153846,3.2142892464716986
Volkswagen,1500,59,male,rational,yes,28,highway,56.622159999999994,2.781596463292817
Opel,1600,65,male,speedy,no,29,urban,33.074301753674995,4.932076910191298
Ford,2000,59,female,slow,no,22,urban,27.999408891999998,4.419736162192978
Opel,1000,73,female,speedy,yes,29,highway,72.79992,2.2407304843192133
Nissan,1600,60,female,speedy,yes,27,urban,34.999649999999995,4.33932910757679
Honda,1600,60,female,rational,no,49,urban,34.999261114999996,7.87516625263476
Citroen,2000,30,male,rational,no,46,highway,38.219533333799994,6.770098361488122
All other makes,1500,53,male,rational,yes,35,urban,43.555119999999995,4.520134487059156
Peugeot,1600,47,male,rational,no,39,urban,36.74922417075,5.969513777507398
Volvo,1600,53,male,rational,yes,32,urban,40.832924999999996,4.408207347379596
Citroen,1400,38,male,rational,yes,40,rural,53.99994000000001,4.166671296301439
Opel,1500,49,female,rational,yes,25,highway,53.92586666666666,2.607746684337016
Nissan,1600,66,male,nervous,yes,48,urban,42.874571249999995,6.297439067685137
Dacia,1600,62,male,distracted,yes,29,highway,53.083275,3.0730018070663503
Ford,1400,22,male,rational,yes,35,rural,53.99994000000001,3.6458373842637597
Skoda,2400,74,female,rational,no,32,highway,30.33296296333333,5.934138389895675
Volkswagen,2000,46,male,slow,no,43,urban,29.3993793366,8.227214501051861
Vauxhall,1000,52,female,rational,no,30,urban,55.998817783999996,3.0134564742224845
Mazda,1600,30,female,slow,yes,21,urban,38.8885,3.037530375303753
Volvo,1300,30,female,speedy,no,28,rural,44.8609901544,3.5108453794248735
Seat,2400,30,female,rational,yes,23,highway,33.70366666666667,3.8386031193440866
Ford,1600,61,female,rational,yes,31,highway,50.555499999999995,3.4491796144830933
Citroen,900,44,male,slow,yes,30,highway,94.37026666666665,1.7881691549739538
Kia,2000,25,female,distracted,no,21,urban,27.999408891999998,4.218839063911479
Vauxhall,1500,42,female,rational,no,46,highway,48.53274074133333,5.331452459671896
Ford,2400,64,male,rational,yes,44,highway,35.388850000000005,6.9937282505647955
Mazda,1600,43,male,rational,yes,38,urban,40.832924999999996,5.234746225013271
Ford,2000,46,male,rational,yes,40,highway,42.46662,5.298278977700603
Toyota,2000,51,male,distracted,yes,45,highway,42.46662,5.960563849913179
Opel,1600,47,male,rational,no,46,highway,47.774416667249994,5.416078689190496
Renault,1300,25,female,rational,yes,24,highway,62.222153846153844,2.169645241368397
Vauxhall,1600,35,male,speedy,no,21,highway,42.996975000525,2.7472862916183676
Citroen,1000,84,female,rational,no,29,highway,72.799111112,2.240755381601231
Renault,1300,30,female,nervous,yes,26,highway,65.33326153846153,2.238522868078505
Volkswagen,1000,25,male,rational,no,34,highway,76.43906666759999,2.501992872723871
Dacia,2400,20,female,nervous,yes,48,highway,35.388850000000005,7.629521727888868
Nissan,1500,29,female,distracted,yes,46,highway,53.92586666666666,4.79825389918011
BMW,2000,49,male,rational,yes,26,urban,32.66634,4.477085587182402
Kia,1600,79,male,speedy,no,40,highway,42.996975000525,5.232926269749272
Hyundai,1500,35,female,speedy,yes,31,highway,48.53328,3.5928954317532216
Hyundai,1600,37,female,rational,yes,42,highway,50.555499999999995,4.673082058331933
Skoda,1600,84,female,rational,yes,22,rural,44.99995,2.7500030555589507
Hyundai,1600,26,male,rational,no,39,urban,36.74922417075,5.969513777507398
Hyundai,2000,37,male,rational,yes,38,highway,42.46662,5.033365028815573
Volkswagen,1300,48,male,rational,no,28,highway,58.799282051999995,2.678604134327909
Toyota,2000,63,male,nervous,yes,47,urban,34.299656999999996,7.7078030255521215
Opel,1500,41,male,rational,no,23,urban,39.1991724488,3.3004523289103402
Opel,2500,43,female,speedy,no,21,urban,20.15957440224,5.859498699877053
Skoda,2000,24,female,speedy,yes,45,highway,36.39996,6.953991158232042
BMW,1600,27,male,rational,yes,27,rural,47.2499475,3.2142892857182543
Volkswagen,1600,30,female,nervous,yes,37,urban,40.832924999999996,5.096989745407658
Peugeot,2000,61,male,rational,yes,45,urban,32.66634,7.748801977815696
Land Rover,2500,29,female,rational,yes,40,rural,28.799968,7.8125086805652
Volkswagen,1300,23,female,rational,yes,48,highway,62.222153846153844,4.339290482736794
Kia,1400,40,male,rational,yes,26,highway,60.6666,2.4107169348537743
Volkswagen,1600,20,female,speedy,no,38,urban,31.499335003499997,6.785857541952853
BMW,2000,48,male,distracted,no,29,highway,38.219533333799994,4.268105488764251
Volkswagen,1600,42,female,rational,no,46,highway,45.499444444999995,5.686882623650022
Ford,2400,29,male,rational,yes,30,highway,35.388850000000005,4.768451079930543
Kia,2000,61,female,rational,no,36,highway,36.399555556,5.563254740527194
Hyundai,1600,57,female,nervous,yes,30,urban,40.832924999999996,4.132694388168372
BMW,1600,35,female,speedy,yes,28,urban,34.999649999999995,4.5000450004500046
Mazda,1600,64,female,speedy,yes,46,urban,34.999649999999995,7.3929310721678645
Audi,2000,25,male,speedy,no,42,highway,34.39758000042001,6.868215729045918
Ford,1300,33,female,rational,yes,28,highway,62.222153846153844,2.531252781596463
Volkswagen,2000,23,female,speedy,yes,44,urban,27.99972,8.839374108026794
Kia,1600,25,male,rational,yes,37,highway,53.083275,3.9207264434984466
Audi,1600,80,male,speedy,yes,32,urban,36.7496325,4.898008163755107
Volkswagen,2000,29,female,rational,yes,45,rural,35.99996,7.031257812508681
Ford,2400,38,female,slow,no,45,urban,23.332840743333332,10.848443307200945
BMW,1500,26,male,speedy,yes,24,highway,50.95994399999999,2.6491394888503024
Peugeot,2000,52,female,rational,yes,31,rural,35.99996,4.843755381950424
Ford,1600,37,female,distracted,no,34,urban,34.999261114999996,5.464401073256773
Nissan,1600,60,female,nervous,no,34,highway,47.774416667249994,4.003188596358193
Vauxhall,1500,53,female,rational,yes,40,urban,41.48106666666666,5.424161384470987
Volkswagen,1400,65,female,speedy,yes,32,urban,39.9996,4.5000450004500046
Dacia,1300,40,female,nervous,yes,38,urban,50.25590769230769,4.253231307823283
Hyundai,1600,16,male,rational,yes,33,highway,53.083275,3.4968641252823986
Citroen,1500,48,female,rational,yes,27,highway,53.92586666666666,2.8163664190839772
Hyundai,1000,72,female,rational,yes,21,highway,80.8888,1.4603381432287286
Seat,1000,48,male,rational,no,42,highway,76.43906666759999,3.090697078070664
BMW,2400,22,male,rational,yes,40,urban,27.221950000000003,8.265388776336742
Mercedes Benz,2000,43,male,rational,no,21,rural,34.01958420042,3.472264660969655
Lexus,1500,39,female,rational,yes,40,highway,53.92586666666666,4.172394694939226
BMW,2400,68,male,rational,yes,24,urban,27.221950000000003,4.959233265802045
Chrysler,1000,34,female,rational,yes,39,urban,62.221599999999995,3.525704899906142
Nissan,2000,37,male,rational,yes,30,highway,42.46662,3.9737092332754527
Toyota,1400,28,male,distracted,yes,49,rural,53.99994000000001,5.104172337969263
Hyundai,2000,17,male,distracted,no,35,highway,38.219533333799994,5.15116179678444
Volkswagen,1500,30,female,rational,no,36,urban,37.33254518933333,5.424221653600472
Volvo,2500,64,male,speedy,yes,35,urban,23.5197648,8.370619420479919
Renault,1600,23,female,rational,yes,36,urban,38.8885,5.2071949290921475
Volkswagen,1300,33,male,rational,yes,41,urban,50.25590769230769,4.589012726861963
Volkswagen,1600,60,female,rational,yes,43,highway,50.555499999999995,4.7843459168636455
Citroen,1600,65,male,rational,yes,23,urban,40.832924999999996,3.168399030929085
BMW,2000,59,female,slow,no,49,highway,36.399555556,7.5722078412731255
Land Rover,1300,26,male,speedy,yes,34,urban,45.23031692307692,4.228358610116714
Toyota,1600,40,male,speedy,no,42,urban,33.074301753674995,7.143007938897742
Volkswagen,2000,50,female,speedy,no,45,urban,25.199468002799996,10.044854914074948
Kia,1600,17,male,rational,no,29,urban,36.74922417075,4.438869219172168
Skoda,2000,31,female,rational,yes,21,urban,31.110799999999998,3.796912969129692
Audi,2000,62,male,rational,no,31,urban,29.3993793366,5.931247663549017
Ford,1400,40,female,rational,no,37,urban,39.99915556,5.203234845490823
Toyota,2000,37,male,rational,yes,23,highway,42.46662,3.046510412177847
Dacia,1000,49,female,rational,no,29,highway,72.799111112,2.240755381601231
Hyundai,900,32,female,rational,yes,34,highway,89.87644444444443,2.127921294419005
Toyota,1300,39,male,rational,yes,46,urban,50.25590769230769,5.148648425259763
Renault,2000,52,female,speedy,yes,27,highway,36.39996,4.172394694939225
Renault,1600,23,male,speedy,no,29,highway,42.996975000525,3.7938715455682224
