Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Mercedes Benz,1600,43,female,distracted,no,27,highway
Toyota,1600,63,female,nervous,no,46,highway
Volkswagen,2000,37,male,rational,no,27,highway
Kia,1600,39,male,rational,yes,40,highway
Opel,1600,25,male,speedy,yes,48,highway
Toyota,2000,55,male,rational,yes,37,highway
Volkswagen,1500,36,male,slow,no,45,highway
Hyundai,2000,39,male,rational,yes,43,urban
Dacia,1600,51,male,rational,yes,32,urban
Skoda,1400,71,female,rational,yes,48,highway
Toyota,1500,32,male,slow,no,28,highway
Hyundai,>2400,68,female,speedy,yes,38,highway
Toyota,1600,56,female,rational,yes,46,rural
Peugeot,2000,26,female,rational,yes,37,highway
Peugeot,2000,32,female,rational,no,44,urban
Volkswagen,2000,24,male,rational,yes,46,urban
Audi,2000,25,female,rational,yes,38,urban
Volkswagen,1500,38,female,rational,no,47,urban
Ford,1600,37,female,speedy,yes,32,urban
Opel,1600,72,male,speedy,yes,36,highway
Mercedes Benz,1600,43,female,rational,no,45,highway
BMW,1000,25,male,rational,yes,26,highway
Mazda,1500,72,female,rational,yes,47,urban
Volvo,1000,46,male,rational,yes,42,urban
BMW,1300,25,male,speedy,no,33,highway
Kia,2000,55,female,distracted,no,42,urban
Peugeot,1000,55,female,rational,yes,37,rural
Volkswagen,1000,48,male,nervous,yes,42,urban
Volkswagen,1600,34,male,speedy,yes,37,urban
Ford,1000,42,male,rational,yes,46,urban
Toyota,1400,26,male,rational,yes,33,highway
BMW,2000,20,male,rational,yes,25,highway
BMW,2000,71,female,speedy,yes,31,urban
Hyundai,2000,70,male,speedy,yes,39,highway
Toyota,2400,29,male,slow,yes,28,highway
Audi,1600,28,female,rational,no,32,urban
BMW,2000,33,female,rational,no,41,highway
Ford,1300,63,female,rational,yes,31,urban
Audi,1600,30,female,rational,yes,45,urban
Ford,1500,52,male,rational,yes,40,urban
Volkswagen,1300,26,male,nervous,no,32,urban
Volkswagen,1600,39,female,nervous,no,39,urban
Skoda,1500,16,male,rational,no,49,urban
Dacia,2000,56,male,rational,no,47,rural
Ford,1600,27,male,rational,yes,33,highway
Ford,1600,43,male,rational,yes,41,highway
Skoda,>2400,38,female,distracted,yes,26,highway
Opel,1600,34,male,rational,no,49,urban
Toyota,1300,50,male,rational,yes,41,urban
Toyota,1300,36,female,speedy,no,28,highway
Toyota,1600,36,female,rational,no,27,highway
Vauxhall,2000,34,male,speedy,yes,47,highway
Opel,>2400,38,female,speedy,yes,41,urban
Nissan,1400,45,male,rational,no,32,highway
BMW,1400,40,female,slow,yes,27,urban
Ford,1600,77,male,rational,yes,39,highway
Toyota,1000,60,male,rational,no,46,rural
Peugeot,2000,49,male,speedy,yes,28,urban
Opel,2000,60,male,rational,no,47,urban
Toyota,1600,47,male,rational,yes,35,urban
Nissan,1300,47,male,rational,no,28,urban
Vauxhall,1400,35,female,distracted,no,48,urban
Volkswagen,2400,55,female,slow,no,28,urban
Citroen,1600,52,male,rational,yes,30,highway
Hyundai,2000,29,male,distracted,yes,41,urban
Mercedes Benz,2000,75,male,rational,no,25,urban
Toyota,1300,49,female,speedy,yes,39,highway
Renault,1600,44,female,rational,no,31,urban
Toyota,1600,25,male,distracted,no,25,rural
Toyota,2000,73,female,rational,no,45,highway
Peugeot,<900,70,female,rational,yes,25,highway
Hyundai,2000,40,female,rational,yes,25,highway
Mazda,1300,31,female,rational,yes,29,highway
Toyota,2000,38,female,rational,yes,32,highway
Renault,1500,24,male,rational,no,30,urban
Volkswagen,1300,24,female,rational,yes,33,highway
Skoda,2000,46,female,rational,no,38,urban
Renault,1600,38,female,rational,yes,39,highway
Toyota,1600,40,male,rational,yes,43,urban
Volkswagen,2000,44,female,rational,yes,32,urban
Kia,2400,34,female,speedy,yes,35,urban
Nissan,1400,23,female,rational,yes,27,urban
Dacia,1600,47,male,rational,yes,36,highway
Ford,1600,80,female,speedy,yes,45,urban
Hyundai,1300,36,female,speedy,yes,46,highway
Honda,1600,39,male,rational,yes,45,highway
Renault,2000,31,female,rational,yes,34,urban
Opel,2000,62,female,rational,yes,26,urban
BMW,2000,36,male,speedy,no,39,urban
Toyota,1500,68,female,rational,yes,25,rural
Hyundai,1600,27,male,rational,yes,31,highway
Hyundai,1300,70,male,distracted,yes,42,urban
Toyota,2000,22,male,rational,yes,32,highway
Audi,1300,62,male,rational,yes,29,urban
BMW,1400,29,female,rational,yes,34,highway
Volkswagen,2000,25,female,distracted,yes,41,urban
Hyundai,2000,46,male,rational,no,41,urban
Seat,1600,56,male,nervous,yes,25,urban
Mazda,1500,64,female,distracted,no,36,urban
Ford,1600,59,male,speedy,yes,32,highway
Nissan,1600,45,male,rational,yes,48,highway
Audi,1600,30,female,rational,yes,41,urban
BMW,2000,27,female,rational,yes,47,urban
Kia,1600,27,male,rational,no,46,highway
Mitsubishi,2000,38,female,rational,no,28,urban
Dacia,1600,50,female,speedy,yes,26,highway
Hyundai,1600,78,male,speedy,no,32,highway
Renault,1000,38,female,speedy,no,26,urban
Peugeot,2000,35,male,rational,yes,44,rural
Volkswagen,1000,50,female,rational,no,37,highway
Toyota,1600,74,male,rational,yes,49,highway
Seat,1300,22,male,speedy,yes,36,highway
Kia,1600,83,male,rational,yes,33,highway
Vauxhall,1300,31,male,rational,no,34,urban
Ford,2000,23,female,speedy,no,48,urban
BMW,1400,42,male,nervous,yes,44,highway
Volkswagen,1600,27,male,speedy,no,25,highway
Toyota,1600,44,male,speedy,yes,25,highway
Smart,1600,48,male,rational,no,43,urban
Dacia,1300,41,male,rational,no,47,highway
Skoda,1600,69,male,rational,no,33,urban
Volkswagen,1600,30,male,speedy,yes,34,highway
Toyota,1400,25,male,rational,no,25,highway
Dacia,2000,27,female,rational,yes,38,highway
BMW,1300,34,female,speedy,yes,39,urban
Alfa Romeo,1000,33,male,speedy,no,36,urban
Toyota,1000,28,male,rational,yes,29,urban
Mazda,2000,25,male,rational,yes,41,highway
Toyota,1300,30,male,rational,yes,33,highway
Nissan,1600,35,female,rational,yes,38,highway
Renault,1600,68,female,rational,no,37,urban
Nissan,1600,23,male,speedy,no,48,rural
Toyota,1600,52,female,rational,yes,46,highway
Toyota,2400,46,male,speedy,yes,47,highway
Land Rover,2000,34,male,distracted,yes,46,highway
Audi,1600,31,female,speedy,no,43,highway
Hyundai,1500,21,male,rational,yes,34,highway
Toyota,1600,51,male,rational,yes,28,urban
Audi,1300,33,male,speedy,no,29,urban
Peugeot,1300,61,male,rational,yes,42,urban
Audi,1400,69,male,speedy,no,41,urban
Nissan,1500,37,male,nervous,no,31,urban
Mercedes Benz,1000,30,female,rational,yes,37,highway
Skoda,2000,55,female,rational,no,34,urban
Honda,1600,47,male,speedy,no,31,highway
Volkswagen,1300,28,female,rational,no,26,urban
Hyundai,2000,68,female,speedy,yes,25,urban
Toyota,1000,55,female,slow,yes,32,highway
Alfa Romeo,2400,46,female,rational,yes,32,urban
Volkswagen,1400,20,female,distracted,no,48,highway
Seat,1400,41,female,speedy,no,47,highway
Ford,1000,48,female,rational,yes,30,highway
Opel,2000,26,male,rational,no,49,highway
Volkswagen,1600,50,male,nervous,no,43,highway
Volvo,2000,38,male,distracted,no,34,urban
Volkswagen,1500,67,male,speedy,yes,48,urban
Kia,1500,29,female,nervous,yes,41,urban
Renault,1000,38,male,rational,no,46,urban
Dacia,1300,44,female,rational,yes,46,highway
Peugeot,2400,40,male,nervous,yes,43,highway
Volkswagen,2000,26,male,rational,yes,35,highway
Vauxhall,2000,78,male,rational,yes,40,highway
Hyundai,1500,81,male,rational,no,43,urban
Volkswagen,2000,27,male,speedy,yes,45,highway
Volkswagen,1300,24,female,speedy,yes,49,highway
Volkswagen,2000,44,male,speedy,yes,48,rural
Hyundai,1500,34,male,rational,no,30,urban
Renault,1300,72,female,rational,no,29,urban
Vauxhall,1400,37,male,speedy,no,46,urban
Hyundai,>2400,62,male,distracted,yes,35,urban
Audi,1300,24,male,rational,yes,44,highway
Mini,1400,44,male,rational,yes,25,highway
Peugeot,1500,36,female,speedy,yes,37,highway
Volkswagen,2000,71,male,rational,no,34,highway
Peugeot,2000,26,male,speedy,yes,25,urban
Hyundai,>2400,17,male,speedy,yes,40,highway
Nissan,1600,55,female,rational,no,25,rural
Peugeot,1000,26,male,rational,yes,49,urban
Volkswagen,2000,32,male,rational,yes,39,highway
Citroen,1300,74,male,slow,yes,43,urban
Volkswagen,1600,55,female,rational,yes,42,urban
Volkswagen,1400,64,male,rational,no,39,urban
Volkswagen,1300,43,female,speedy,no,41,highway
Skoda,1500,53,female,slow,no,49,urban
Ford,1500,50,female,rational,no,30,highway
BMW,1500,41,female,rational,yes,29,highway
Citroen,1600,27,male,rational,no,29,highway
Hyundai,1600,79,male,rational,yes,31,highway
Audi,1600,30,female,rational,no,27,highway
Toyota,1600,25,female,rational,no,26,urban
BMW,2000,26,male,rational,yes,48,highway
Vauxhall,1500,60,male,slow,yes,48,urban
Kia,2000,31,male,rational,no,47,highway
Mitsubishi,2000,32,male,speedy,yes,34,urban
Peugeot,1500,66,male,slow,yes,47,urban
Skoda,1500,45,female,slow,yes,45,urban
Hyundai,1300,20,female,rational,yes,26,highway
Ford,1500,28,male,speedy,yes,34,highway
Audi,1000,47,female,rational,no,31,highway
Nissan,2000,37,female,rational,no,26,urban
Hyundai,1400,72,male,distracted,no,34,highway
Peugeot,1300,25,male,rational,no,31,highway
Mercedes Benz,2000,26,male,distracted,yes,30,urban
Mazda,1400,42,male,slow,yes,39,urban
Nissan,2000,28,male,speedy,yes,44,urban
Ford,1600,81,female,nervous,no,29,highway
Ford,1600,27,male,distracted,no,29,highway
Dacia,1400,31,female,slow,yes,33,highway
Skoda,1000,23,male,rational,no,28,urban
Renault,1600,37,female,rational,yes,38,urban
Toyota,1600,38,male,speedy,no,28,urban
Opel,2000,32,male,rational,no,30,urban
Nissan,1300,75,female,rational,yes,31,urban
Renault,2000,54,male,rational,yes,39,rural
Hyundai,1400,35,female,rational,yes,37,rural
Land Rover,2000,74,female,rational,yes,30,rural
BMW,2000,20,female,distracted,no,38,highway
Ford,1500,33,male,rational,yes,35,highway
Volkswagen,2000,40,male,speedy,no,40,urban
Fiat,1600,45,female,rational,no,36,highway
Skoda,1300,49,female,rational,no,31,urban
Ford,1600,35,female,rational,yes,40,highway
Seat,2400,64,female,rational,yes,38,highway
Volkswagen,1500,54,female,nervous,yes,33,urban
Honda,1600,29,female,rational,yes,34,highway
Seat,2000,27,female,distracted,yes,31,urban
Renault,2000,59,female,rational,yes,34,urban
Volkswagen,1500,27,female,rational,yes,36,highway
Citroen,2000,42,male,rational,yes,46,urban
Volkswagen,1300,52,female,rational,yes,38,urban
Vauxhall,2000,48,male,rational,yes,40,highway
Volkswagen,1400,59,male,nervous,no,35,urban
Hyundai,1600,30,male,distracted,yes,32,highway
Volvo,1600,25,female,rational,yes,28,highway
Peugeot,1600,48,male,distracted,yes,35,highway
Volkswagen,1300,30,male,rational,yes,32,urban
Skoda,1000,25,male,distracted,no,33,urban
Ford,2400,38,female,rational,yes,32,highway
Hyundai,1300,39,male,rational,no,37,urban
Peugeot,1400,70,male,speedy,no,31,highway
Volkswagen,2400,23,female,rational,no,34,urban
Kia,1300,30,female,rational,no,25,urban
Renault,1600,30,female,rational,yes,31,highway
Kia,1600,35,male,speedy,no,39,urban
Nissan,2000,60,male,rational,yes,34,urban
Hyundai,1500,38,male,rational,yes,37,highway
Volkswagen,1400,26,female,speedy,yes,47,urban
Mercedes Benz,1600,28,male,rational,yes,39,highway
Toyota,1600,25,male,rational,yes,39,highway
Hyundai,1300,73,female,rational,yes,35,urban
BMW,1500,35,female,speedy,no,36,highway
Nissan,2000,27,male,rational,yes,27,urban
BMW,1600,41,male,rational,yes,47,highway
Audi,1000,54,male,rational,yes,26,highway
Nissan,2000,58,female,rational,no,49,highway
Volkswagen,1600,26,female,speedy,yes,26,urban
BMW,1500,50,male,rational,yes,44,urban
Volkswagen,2000,19,male,rational,no,43,highway
Ford,1300,62,female,rational,no,45,urban
Volkswagen,1600,37,female,speedy,yes,43,urban
Seat,2000,48,male,rational,yes,36,highway
Toyota,2000,38,female,rational,yes,41,urban
Opel,2000,27,male,rational,yes,41,urban
Nissan,2000,35,male,distracted,yes,47,urban
Toyota,2000,61,female,rational,no,45,highway
Citroen,2000,44,female,speedy,no,36,urban
Vauxhall,1000,46,male,speedy,yes,43,highway
Nissan,2000,56,female,rational,no,47,urban
Audi,2000,20,male,rational,yes,30,urban
Kia,1300,34,male,rational,yes,40,highway
Ford,1600,32,female,nervous,yes,39,highway
BMW,2000,26,male,rational,yes,28,urban
Renault,1500,66,female,rational,no,28,urban
Mercedes Benz,1600,42,male,rational,yes,46,highway
Opel,2000,38,female,slow,yes,44,urban
Toyota,1600,49,male,rational,yes,39,urban
Hyundai,1000,84,male,speedy,yes,37,urban
Volvo,1600,32,female,rational,yes,37,highway
Toyota,2000,48,male,speedy,yes,39,highway
Dacia,2000,57,male,distracted,no,49,highway
Nissan,2400,32,female,rational,yes,47,urban
Volkswagen,1500,22,male,rational,yes,25,urban
Seat,1300,25,female,rational,yes,29,urban
Nissan,1600,52,female,rational,yes,35,urban
Ford,1300,51,male,rational,yes,28,highway
Audi,1500,30,female,rational,yes,32,urban
Toyota,2000,28,male,rational,yes,42,urban
Land Rover,>2400,32,male,speedy,yes,31,highway
Volkswagen,2000,54,female,rational,yes,49,urban
Peugeot,1500,67,male,rational,yes,44,urban
Mini,1000,30,female,speedy,no,29,urban
Nissan,1400,32,female,distracted,no,33,urban
Dacia,1600,29,female,rational,no,48,highway
Land Rover,1600,51,male,rational,yes,39,highway
Toyota,2000,58,male,rational,no,46,urban
Volkswagen,1600,37,female,slow,no,34,highway
Volkswagen,1000,61,male,distracted,yes,46,highway
Dacia,1600,40,male,rational,yes,39,highway
Ford,2000,46,male,slow,yes,33,urban
Kia,>2400,39,male,rational,yes,34,urban
Hyundai,1600,62,female,rational,yes,40,highway
Nissan,1600,25,female,rational,no,45,urban
Audi,2000,20,male,rational,yes,32,highway
Volkswagen,2000,59,male,rational,no,49,rural
Nissan,1600,44,male,nervous,yes,35,urban
Mazda,2000,29,female,rational,no,31,highway
Volkswagen,2000,61,male,rational,yes,27,urban
Vauxhall,1600,28,female,rational,no,44,highway
Volkswagen,2000,66,male,rational,yes,28,urban
Peugeot,1600,28,female,speedy,yes,43,highway
Audi,2000,53,male,speedy,yes,29,highway
Hyundai,1400,34,male,rational,yes,35,highway
Hyundai,2000,28,female,rational,no,40,highway
Renault,2000,63,male,rational,no,49,highway
BMW,1600,46,female,speedy,yes,32,urban
Ford,1600,64,female,rational,yes,25,highway
Fiat,1300,51,male,speedy,yes,48,highway
Volkswagen,2000,69,male,rational,yes,27,highway
Skoda,2000,43,male,distracted,yes,30,urban
Volvo,1600,44,male,rational,no,42,highway
Hyundai,1000,52,female,speedy,no,35,urban
Honda,2000,27,female,rational,no,49,highway
Jeep,2000,26,male,rational,no,34,urban
Kia,1600,42,female,rational,yes,39,highway
Nissan,1600,24,female,rational,no,47,urban
Mitsubishi,2400,21,male,rational,yes,40,highway
Ford,2000,40,male,nervous,no,42,highway
Volkswagen,1400,32,female,rational,no,37,urban
Toyota,1600,30,female,speedy,no,25,highway
Volkswagen,2000,52,female,rational,no,26,highway
Vauxhall,2000,73,female,rational,no,49,highway
Toyota,1000,36,female,rational,yes,37,urban
Dacia,1000,51,male,speedy,yes,48,urban
Toyota,1600,41,male,rational,no,35,highway
Volkswagen,2000,45,male,rational,yes,35,highway
Hyundai,1300,57,male,rational,no,41,rural
Mazda,2000,41,female,rational,yes,29,highway
Volkswagen,2000,40,male,speedy,yes,32,urban
Audi,1400,80,female,speedy,yes,45,urban
Toyota,2400,52,female,rational,yes,41,highway
Ford,1600,31,male,rational,yes,44,highway
Toyota,1000,50,female,slow,yes,46,urban
Mazda,1600,31,male,speedy,yes,39,highway
Audi,1600,20,female,rational,yes,31,urban
Mercedes Benz,1300,23,male,rational,no,40,highway
Ford,2000,30,male,distracted,no,41,urban
Toyota,1600,49,female,rational,yes,32,urban
Renault,2000,49,female,rational,yes,46,urban
Nissan,1000,58,male,speedy,yes,35,highway
Skoda,1500,84,male,rational,no,33,urban
Ford,1000,51,male,rational,yes,41,highway
Ssangyong,1600,47,female,rational,yes,48,highway
Renault,1400,27,female,rational,yes,33,urban
Ford,2400,27,female,rational,yes,29,urban
Toyota,1300,34,female,speedy,no,46,highway
Ford,1600,68,male,distracted,yes,40,highway
Nissan,1600,43,female,speedy,yes,26,highway
Vauxhall,1500,21,male,rational,yes,37,highway
Vauxhall,2000,39,female,rational,no,28,highway
Toyota,1300,61,female,speedy,yes,44,urban
Volkswagen,2000,38,female,rational,yes,30,highway
Volkswagen,1300,59,male,rational,no,36,highway
BMW,1500,26,female,rational,yes,38,highway
Land Rover,>2400,66,male,rational,yes,39,highway
Ford,1600,40,male,speedy,no,44,rural
Skoda,2000,25,male,rational,yes,35,highway
Skoda,1300,39,male,speedy,yes,43,urban
Toyota,1500,32,male,slow,no,30,urban
BMW,2000,66,female,nervous,yes,40,highway
Ford,1500,32,female,nervous,yes,26,urban
Nissan,1600,38,male,rational,yes,29,rural
Toyota,2000,33,female,speedy,yes,25,highway
Audi,2000,52,male,speedy,yes,26,urban
Nissan,1600,42,female,speedy,no,42,highway
Volkswagen,1600,27,male,slow,no,41,urban
Volkswagen,1300,33,male,rational,yes,46,highway
Ford,2000,47,male,rational,yes,40,highway
Peugeot,2400,42,female,rational,no,39,highway
Seat,2000,64,male,distracted,yes,38,urban
Toyota,2000,64,female,speedy,yes,32,urban
Mazda,1300,25,female,rational,no,27,highway
Toyota,1600,40,male,rational,yes,25,urban
Toyota,1400,36,male,rational,yes,35,urban
Ford,1600,27,male,rational,yes,27,rural
Hyundai,2000,62,female,rational,yes,42,urban
Ford,1500,27,female,rational,no,38,urban
Ford,1500,33,male,rational,yes,49,highway
Toyota,1600,49,female,slow,yes,35,urban
BMW,1600,58,female,rational,yes,34,highway
BMW,1300,51,female,rational,no,45,urban
Toyota,2000,54,male,rational,yes,36,rural
Hyundai,1400,44,male,speedy,yes,37,rural
Volkswagen,1500,57,male,speedy,yes,39,highway
Mitsubishi,1500,29,male,rational,yes,45,rural
Volkswagen,2000,40,male,rational,yes,38,urban
Suzuki,1600,48,female,speedy,no,49,urban
Toyota,1600,64,female,rational,yes,39,rural
Skoda,1600,25,male,rational,yes,29,urban
Ford,2000,33,male,slow,yes,47,urban
Audi,1300,62,female,speedy,yes,45,urban
Dacia,2000,61,male,rational,yes,39,rural
BMW,2000,52,male,speedy,yes,41,highway
Peugeot,2400,60,male,speedy,yes,41,highway
All other makes,1600,49,male,rational,yes,47,highway
Hyundai,2000,79,female,rational,no,28,highway
Volkswagen,1600,30,male,rational,yes,46,urban
Ford,2000,44,female,speedy,yes,33,highway
Ford,2000,51,male,rational,yes,33,urban
Citroen,1400,26,female,rational,no,32,highway
Skoda,2000,37,female,rational,no,49,urban
Opel,1600,35,male,rational,no,28,rural
Volkswagen,2000,20,male,rational,yes,31,highway
Skoda,2000,51,male,rational,no,35,urban
Opel,1300,25,female,rational,yes,35,highway
Hyundai,1000,63,male,rational,yes,30,rural
Volkswagen,1600,27,male,slow,no,42,highway
Skoda,1600,29,male,rational,yes,40,highway
Toyota,1500,35,female,rational,yes,28,urban
Peugeot,1600,53,male,rational,yes,46,highway
Saab,2000,30,female,slow,no,28,urban
Skoda,1500,59,female,nervous,no,30,highway
Renault,1600,62,female,distracted,yes,32,highway
Lexus,2000,29,male,speedy,yes,36,highway
Toyota,1300,70,male,nervous,yes,29,highway
Dacia,1500,27,male,rational,yes,45,urban
BMW,2000,20,male,rational,yes,45,urban
Audi,1400,26,male,rational,yes,40,rural
Nissan,1300,26,female,rational,no,32,highway
Vauxhall,1000,23,male,rational,yes,41,highway
Honda,2000,26,male,nervous,no,48,highway
Nissan,2000,19,male,rational,no,48,urban
Ford,2000,34,male,speedy,yes,29,highway
Citroen,2000,20,male,rational,yes,37,urban
Ford,1600,27,male,speedy,yes,28,urban
Hyundai,2000,33,female,speedy,yes,45,rural
Volkswagen,2000,29,male,rational,yes,29,rural
Renault,1600,34,male,slow,yes,42,rural
Volkswagen,1400,34,male,rational,no,29,urban
Nissan,1500,48,female,distracted,yes,32,highway
Toyota,1400,25,female,rational,yes,49,urban
Hyundai,2000,50,male,rational,no,32,rural
Citroen,1500,37,male,rational,no,36,urban
Mercedes Benz,1600,40,male,rational,no,39,rural
Citroen,2000,57,male,speedy,yes,32,highway
Volkswagen,1000,36,male,rational,no,29,highway
Honda,1500,52,male,speedy,yes,47,highway
Toyota,1600,27,male,rational,yes,45,urban
Ford,1600,50,female,nervous,yes,45,urban
Ford,1600,58,female,speedy,no,47,highway
Ford,<900,35,male,rational,yes,45,rural
Citroen,1600,67,male,speedy,yes,42,rural
Dacia,1000,40,male,speedy,yes,45,highway
Volvo,2400,56,female,rational,yes,29,urban
Ford,1600,28,male,rational,yes,40,highway
Hyundai,1600,32,male,rational,yes,45,highway
Citroen,2000,20,female,rational,no,44,highway
Volvo,2000,62,female,rational,yes,41,highway
Ford,>2400,51,female,speedy,no,30,highway
Nissan,2000,62,male,rational,yes,27,highway
Peugeot,1500,52,male,rational,yes,46,highway
Honda,1600,59,male,nervous,yes,39,highway
Nissan,1600,22,male,rational,no,49,highway
Audi,2000,31,male,speedy,yes,42,rural
Toyota,1400,28,male,rational,no,41,urban
Renault,1400,30,female,rational,no,40,highway
Peugeot,1300,37,male,rational,no,30,urban
Hyundai,2000,38,male,rational,yes,26,highway
Skoda,1300,74,male,rational,yes,40,urban
Ford,1600,49,male,speedy,no,28,urban
Ford,1500,41,male,distracted,yes,34,urban
Mercedes Benz,1600,27,female,speedy,yes,30,highway
Hyundai,2000,54,female,rational,yes,29,highway
Volkswagen,2000,35,female,speedy,yes,46,urban
Mazda,1600,49,female,rational,yes,39,highway
Volkswagen,1300,49,female,rational,yes,40,urban
Audi,1600,59,female,nervous,yes,49,urban
Honda,1600,33,male,rational,no,37,highway
Hyundai,1400,28,male,nervous,yes,38,highway
Dacia,>2400,41,male,speedy,yes,42,urban
Nissan,2000,34,female,speedy,yes,36,highway
Volkswagen,1300,55,female,rational,no,49,urban
Ford,1400,28,female,rational,yes,35,highway
Skoda,1400,48,male,speedy,yes,39,highway
Opel,1300,48,male,nervous,yes,34,highway
Volkswagen,1600,47,female,rational,yes,37,highway
BMW,2000,30,male,distracted,yes,38,urban
Peugeot,1600,24,female,speedy,no,48,urban
Toyota,1600,27,female,speedy,yes,38,urban
Peugeot,1400,40,female,rational,yes,43,highway
Nissan,1000,67,male,slow,no,30,urban
Ford,1500,72,female,speedy,yes,40,highway
Skoda,1500,44,male,rational,no,35,highway
Nissan,1500,51,female,slow,yes,41,highway
Skoda,<900,31,female,speedy,yes,37,highway
Kia,2000,34,male,speedy,no,42,highway
Vauxhall,1300,48,female,rational,no,38,urban
Saab,2000,23,male,speedy,no,28,highway
Nissan,2000,70,female,rational,yes,26,highway
Audi,1600,34,male,rational,yes,32,highway
Vauxhall,1600,42,male,rational,no,43,highway
Ford,2000,52,female,distracted,yes,41,urban
Ford,1600,19,female,rational,no,31,highway
Ford,1400,35,male,speedy,no,44,urban
Opel,1600,26,female,rational,yes,30,highway
Honda,1600,31,male,rational,yes,30,urban
BMW,>2400,61,male,distracted,yes,36,urban
Opel,1500,50,male,rational,no,36,highway
Peugeot,1600,25,female,speedy,yes,36,highway
Mazda,1600,73,male,rational,no,48,highway
Ford,1600,55,male,distracted,yes,29,highway
Peugeot,1600,46,male,distracted,yes,26,urban
Hyundai,1400,40,male,slow,no,37,urban
Jeep,1600,30,male,rational,no,42,highway
Volkswagen,1500,33,male,rational,no,34,highway
Volkswagen,2000,42,female,rational,no,30,highway
Dacia,1600,27,male,nervous,yes,33,rural
Vauxhall,1600,37,male,distracted,yes,41,highway
Ford,1000,15,female,rational,yes,35,urban
Kia,1000,27,male,rational,yes,42,highway
Nissan,2000,62,female,speedy,no,35,urban
Hyundai,2000,51,female,rational,yes,27,urban
Volkswagen,2000,49,male,rational,no,43,rural
Mercedes Benz,2000,33,female,rational,yes,34,urban
Citroen,1400,56,female,rational,yes,41,highway
Peugeot,2000,33,female,speedy,yes,48,urban
Honda,2000,28,female,rational,yes,38,urban
BMW,2400,29,female,slow,no,43,urban
Citroen,2000,43,male,rational,yes,26,highway
Volkswagen,1600,72,male,rational,yes,45,urban
Mercedes Benz,2000,24,female,rational,no,37,urban
Kia,1600,46,male,speedy,yes,32,highway
Skoda,1600,53,male,rational,yes,36,highway
Audi,1600,34,male,distracted,yes,29,rural
Vauxhall,2000,42,female,rational,no,42,highway
Nissan,1600,29,male,rational,yes,30,urban
Vauxhall,1400,74,male,speedy,yes,39,highway
Kia,1600,62,male,rational,no,29,highway
Dacia,1600,18,male,speedy,no,27,urban
Ford,1500,32,male,rational,yes,32,highway
Nissan,1600,27,female,nervous,yes,33,urban
Ford,1600,49,female,distracted,yes,28,urban
Volkswagen,1500,26,male,speedy,yes,44,urban
Hyundai,>2400,63,male,rational,no,38,highway
Ford,1300,45,female,rational,yes,39,highway
Skoda,2000,34,male,distracted,yes,36,urban
BMW,2000,71,female,rational,yes,28,urban
Mercedes Benz,2000,20,male,rational,yes,30,urban
Mercedes Benz,1600,72,male,distracted,yes,38,urban
Nissan,1300,27,male,rational,yes,45,highway
Suzuki,1400,65,female,rational,no,25,highway
Mazda,1600,32,male,rational,yes,44,highway
Volkswagen,2400,50,female,rational,yes,29,urban
BMW,1600,42,female,speedy,yes,46,urban
Nissan,2000,44,male,distracted,yes,35,rural
Renault,1400,42,female,rational,yes,28,rural
Audi,1300,20,female,rational,no,44,highway
Peugeot,1300,25,female,slow,no,35,highway
Hyundai,2000,43,male,rational,yes,32,highway
BMW,2000,38,female,speedy,no,25,rural
Volkswagen,2000,60,female,nervous,no,48,highway
Volkswagen,2400,53,male,rational,no,30,highway
Toyota,1600,47,male,rational,no,29,highway
Skoda,1600,22,male,rational,no,27,highway
Peugeot,1600,42,male,rational,yes,30,highway
Ford,1300,45,female,speedy,no,26,highway
Kia,2400,51,male,rational,yes,38,highway
Nissan,2000,44,male,rational,no,34,highway
Nissan,1600,29,male,rational,no,49,urban
BMW,1000,69,male,nervous,no,34,highway
Ford,1600,34,female,speedy,yes,37,highway
Nissan,1600,26,male,slow,no,36,highway
Mazda,2000,17,female,rational,yes,36,urban
Toyota,2000,43,male,rational,yes,38,urban
Toyota,1500,29,male,rational,no,44,urban
Skoda,2000,52,female,distracted,yes,44,highway
Volvo,1500,34,male,speedy,no,47,urban
Hyundai,2000,29,female,rational,yes,39,highway
Peugeot,2400,84,male,speedy,no,48,highway
Skoda,2000,40,female,rational,yes,47,highway
Ford,2000,51,female,speedy,yes,40,urban
Jeep,1600,37,female,rational,yes,37,urban
Toyota,2000,25,female,rational,no,41,urban
Kia,2000,73,male,rational,yes,44,urban
Nissan,1600,33,female,rational,no,32,urban
Kia,1500,30,male,rational,no,46,urban
Toyota,1000,25,male,rational,yes,29,highway
Honda,1300,42,male,speedy,yes,30,highway
Mercedes Benz,2000,55,female,rational,no,41,highway
Hyundai,1400,22,male,distracted,yes,46,highway
Toyota,2000,34,male,speedy,yes,40,highway
Mercedes Benz,2000,33,female,rational,yes,25,urban
Volkswagen,1600,29,male,rational,no,33,highway
Vauxhall,2000,58,male,rational,yes,41,highway
Nissan,1600,40,male,rational,no,32,highway
Opel,1500,42,male,slow,yes,25,highway
Nissan,1400,25,female,rational,yes,38,urban
Toyota,1000,53,female,rational,yes,43,highway
Toyota,1600,78,male,rational,yes,30,highway
Hyundai,2000,51,female,rational,no,40,urban
Skoda,1600,52,male,speedy,no,26,highway
